name,price,availability,type,size,rating,reviews_count
Materac piankowy wysokoelastyczny HR + visco Kepler,1595.0,Dostępne z dostawą,piankowy,160x200,,0
Materac piankowy wysokoelastyczny HR + lateks Syriusz,905.0,Dostępne z dostawą,piankowy,80x200,,0
Materac piankowy wysokoelastyczny HR + lateks Syriusz,929.0,Dostępne z dostawą,piankowy,90x200,,0
Materac sprężynowy Diana,729.0,Dostępne z dostawą,sprężynowy,120x200,,0
Materac sprężynowy Diana,825.0,Dostępne z dostawą,sprężynowy,140x200,,0
Materac sprężynowy Diana,915.0,Dostępne z dostawą,sprężynowy,160x200,,0
Materac sprężynowy Diana,589.0,Dostępne z dostawą,sprężynowy,90x200,,0
Materac sprężynowy Laura kokos visco,749.0,Dostępne z dostawą,sprężynowy,120x200,,0
Materac sprężynowy Laura kokos visco,849.0,Dostępne z dostawą,sprężynowy,140x200,,0
Materac sprężynowy Laura kokos visco,599.0,Dostępne z dostawą,sprężynowy,90x200,,0
Materac sprężynowy Midea molet,715.0,Dostępne z dostawą,sprężynowy,120x200,,0
Materac sprężynowy Midea molet,799.0,Dostępne z dostawą,sprężynowy,140x200,,0
Materac sprężynowy Midea molet,885.0,Dostępne z dostawą,sprężynowy,160x200,,0
Materac sprężynowy Midea molet,489.0,Dostępne z dostawą,sprężynowy,90x200,,0
Materac sprężynowy Palmea kokos,535.0,Dostępne z dostawą,sprężynowy,120x200,,0
Materac sprężynowy Palmea kokos,599.0,Dostępne z dostawą,sprężynowy,140x200,,0
Materac sprężynowy Palmea kokos,659.0,Dostępne z dostawą,sprężynowy,160x200,,0
Materac sprężynowy Palmea kokos,439.0,Dostępne z dostawą,sprężynowy,90x200,,0
Materac sprężynowy Stella,575.0,Dostępne z dostawą,sprężynowy,120x200,4.5,2
Materac sprężynowy Stella,645.0,Dostępne z dostawą,sprężynowy,140x200,5.0,1
Materac sprężynowy Stella,715.0,Dostępne z dostawą,sprężynowy,160x200,5.0,1
Materac sprężynowy Stella,469.0,Dostępne z dostawą,sprężynowy,90x200,,0
Materac termoelastyczny Dione FAN visco,975.0,Dostępne z dostawą,piankowy,160x200,4.5,2
Materac termoelastyczny Dione FAN visco,569.0,Dostępne z dostawą,piankowy,80x200,,0
Materac termoelastyczny Tytan FAN visco,845.0,Dostępne z dostawą,piankowy,120x200,,0
Materac termoelastyczny Tytan FAN visco,969.0,Dostępne z dostawą,piankowy,140x200,5.0,1
Materac termoelastyczny Tytan FAN visco,1079.0,Dostępne z dostawą,piankowy,160x200,4.5,4
Materac termoelastyczny Tytan FAN visco,625.0,Dostępne z dostawą,piankowy,80x200,,0
Materac termoelastyczny Tytan FAN visco,659.0,Dostępne z dostawą,piankowy,90x200,,0
Materac Turystyczny składanycm Zet1 + torba,155.0,Chwilowe ograniczenia w dostawie,turystyczny,65x195,5.0,2
Materac Turystyczny składanycm Zet2 + torba,205.0,Chwilowe ograniczenia w dostawie,turystyczny,80x195,,0
Materac wysokoelastyczny Elara FAN,835.0,Dostępne z dostawą,piankowy,120x200,,0
Materac wysokoelastyczny Elara FAN,955.0,Dostępne z dostawą,piankowy,140x200,,0
Materac wysokoelastyczny Elara FAN,1059.0,Dostępne z dostawą,piankowy,160x200,,0
Materac wysokoelastyczny Elara FAN,625.0,Dostępne z dostawą,piankowy,80x200,,0
Materac wysokoelastyczny Elara FAN,659.0,Dostępne z dostawą,piankowy,90x200,,0
Materac wysokoelastyczny Skadi FAN,759.0,Dostępne z dostawą,piankowy,120x200,,0
Materac wysokoelastyczny Skadi FAN,865.0,Dostępne z dostawą,piankowy,140x200,,0
Materac wysokoelastyczny Skadi FAN,959.0,Dostępne z dostawą,piankowy,160x200,,0
Materac wysokoelastyczny Skadi FAN,565.0,Dostępne z dostawą,piankowy,80x200,,0
Materac wysokoelastyczny Skadi FAN,599.0,Dostępne z dostawą,piankowy,90x200,,0
Materac piankowy Leon,109.0,Dostępne z dostawą,piankowy,80x200,,0
Materac termoelastyczny Tytan FAN visco,849.0,Dostępne z dostawą,piankowy,140x200,,0
Materac termoelastyczny Tytan FAN visco,945.0,Dostępne z dostawą,piankowy,160x200,,0
